t/ms,(location 0 1),(location 1 0)
0.0,-80.0,-80.0
0.01,-80.04677964976815,-80.04677964976815
0.02,-80.08328893352213,-80.08328893352213
0.03,-80.1139553848997,-80.1139553848997
0.04,-80.14082563044917,-80.14082563044917
0.05,-80.1650209301714,-80.1650209301714
0.06,-80.18720574213121,-80.18720574213121
0.07,-80.20779790930489,-80.20779790930489
0.08,-80.22707501223334,-80.22707501223334
0.09,-80.2452315744157,-80.2452315744157
0.1,-80.26241107023591,-80.26241107023591
0.11,-80.2787243760768,-80.2787243760768
0.12,-80.29426068347632,-80.29426068347632
0.13,-80.3090941162835,-80.3090941162835
0.14,-80.32328784980048,-80.32328784980048
0.15,-80.33689675129897,-80.33689675129897
0.16,-80.3499691302313,-80.3499691302313
0.17,-80.36254794268602,-80.36254794268602
0.18,-80.37467165452183,-80.37467165452183
0.19,-80.38637488593574,-80.38637488593574
0.2,-80.39768891212258,-80.39768891212258
0.21,-80.40864206597563,-80.40864206597563
0.22,-80.41926007158892,-80.41926007158892
0.23,-80.42956632689733,-80.42956632689733
0.24,-80.43958214739354,-80.43958214739354
0.25,-80.44932697899084,-80.44932697899084
0.26,-80.4588185855735,-80.4588185855735
0.27,-80.46807321531011,-80.46807321531011
0.28,-80.477105748748,-80.477105748748
0.29,-80.48592983108149,-80.48592983108149
0.3,-80.49455799049544,-80.49455799049544
0.31,-80.5030017442427,-80.5030017442427
0.32,-80.51127169377408,-80.51127169377408
0.33,-80.5193776101486,-80.5193776101486
0.34,-80.52732851075832,-80.52732851075832
0.35000000000000003,-80.53513272828354,-80.53513272828354
0.36,-80.54279797272288,-80.54279797272288
0.37,-80.55033138719627,-80.55033138719627
0.38,-80.55773959821126,-80.55773959821126
0.39,-80.5650287609392,-80.5650287609392
0.4,-80.57220460005789,-80.57220460005789
0.41000000000000003,-80.57927244659783,-80.57927244659783
0.42,-80.5862372712236,-80.5862372712236
0.43,-80.59310371431297,-80.59310371431297
0.44,-80.59987611318192,-80.59987611318192
0.45,-80.60655852671947,-80.60655852671947
0.46,-80.61315475774528,-80.61315475774528
0.47000000000000003,-80.61966837326543,-80.61966837326543
0.48,-80.62610272289456,-80.62610272289456
0.49,-80.63246095559262,-80.63246095559262
0.5,-80.63874603490147,-80.63874603490147
0.51,-80.64496075283024,-80.64496075283024
0.52,-80.65110774251835,-80.65110774251835
0.53,-80.65718948979693,-80.65718948979693
0.54,-80.66320834376003,-80.66320834376003
0.55,-80.669166526441,-80.669166526441
0.56,-80.6750661416671,-80.6750661416671
0.5700000000000001,-80.68090918319052,-80.68090918319052
0.58,-80.68669754214922,-80.68669754214922
0.59,-80.69243301392214,-80.69243301392214
0.6,-80.69811730444165,-80.69811730444165
0.61,-80.70375203600116,-80.70375203600116
0.62,-80.70933875261194,-80.70933875261194
0.63,-80.7148789249472,-80.7148789249472
0.64,-80.72037395491718,-80.72037395491718
0.65,-80.72582517988084,-80.72582517988084
0.66,-80.73123387656987,-80.73123387656987
0.67,-80.73660126470166,-80.73660126470166
0.68,-80.74192851034307,-80.74192851034307
0.6900000000000001,-80.7472167290326,-80.7472167290326
0.7000000000000001,-80.7524669886817,-80.7524669886817
0.71,-80.75768031226457,-80.75768031226457
0.72,-80.76285768033269,-80.76285768033269
0.73,-80.76800003335381,-80.76800003335381
0.74,-80.7731082738939,-80.7731082738939
0.75,-80.77818326864941,-80.77818326864941
0.76,-80.78322585035318,-80.78322585035318
0.77,-80.78823681954927,-80.78823681954927
0.78,-80.79321694626168,-80.79321694626168
0.79,-80.79816697154364,-80.79816697154364
0.8,-80.8030876089439,-80.8030876089439
0.81,-80.80797954587518,-80.80797954587518
0.8200000000000001,-80.81284344489636,-80.81284344489636
0.8300000000000001,-80.8176799449213,-80.8176799449213
0.84,-80.82248966235375,-80.82248966235375
0.85,-80.82727319215351,-80.82727319215351
0.8500000238418579,-80.82727320356275,-80.82727320356275
